Chevrolet Cruze,легковой автомобиль хэтчбэк,46
Audi A6,легковой автомобиль седан,24
Chevrolet Cruze,кроссовер,44
Jaguar XJ,кроссовер,67
Jaguar XJ,легковой автомобиль седан,51
Toyota Tacoma,легковой автомобиль седан,60
Ford Fiesta,кроссовер,46
Honda CR-V,легковой автомобиль седан,27
LADA Vesta,кроссовер,33
BMW X5,кроссовер,54
Volkswagen Atlas,кроссовер,32
Lamborghini Aventador,легковой автомобиль хэтчбэк,36
Audi A6,минивэн,44
Nissan Maxima,легковой автомобиль седан,70
Jaguar I-Pace,минивэн,56
Honda Odyssey,легковой автомобиль седан,36
Subaru Outback,кроссовер,31
Volkswagen Beetle,легковой автомобиль седан,65
Ford Focus,легковой автомобиль хэтчбэк,62
Subaru Forester,кроссовер,49
Mazda MX-5,кроссовер,50
Ford Mustang,кроссовер,51
Volkswagen Atlas,кроссовер,64
Volkswagen Passat,легковой автомобиль седан,18
Nissan Pathfinder,легковой автомобиль хэтчбэк,53
LADA Niva,легковой автомобиль хэтчбэк,28
Hyundai Elantra,кроссовер,49
Porsche Cayenne,легковой автомобиль седан,50
Ferrari GTC4Lusso,минивэн,49
Volvo XC90,кроссовер,69
Ford Focus,легковой автомобиль хэтчбэк,58
Ford Escape,легковой автомобиль хэтчбэк,37
Chevrolet Spark,минивэн,63
BMW 5 Series,легковой автомобиль хэтчбэк,56
Subaru Impreza,легковой автомобиль седан,48
LADA Granta,легковой автомобиль седан,42
Nissan Maxima,легковой автомобиль хэтчбэк,23
Nissan Altima,кроссовер,58
Honda Fit,кроссовер,42
Chevrolet Silverado,легковой автомобиль хэтчбэк,34
Mazda Mazda6,легковой автомобиль хэтчбэк,31
Hyundai Accent,кроссовер,19
Kia Rio,легковой автомобиль хэтчбэк,33
Mercedes-Benz GLC,минивэн,44
Subaru Outback,легковой автомобиль хэтчбэк,62
Jaguar I-Pace,легковой автомобиль седан,46
Porsche Panamera,минивэн,60
Kia Soul,легковой автомобиль седан,69
Hyundai Elantra,минивэн,39
Mazda RX-8,легковой автомобиль седан,35
Porsche 911,минивэн,47
Subaru Forester,легковой автомобиль седан,46
BMW X3,минивэн,33
LADA Vesta,легковой автомобиль седан,48
Mercedes-Benz C-Class,кроссовер,50
Porsche Cayenne,кроссовер,18
Ford Mustang,легковой автомобиль хэтчбэк,41
Subaru Legacy,легковой автомобиль седан,49
Mazda CX-5,минивэн,55
Kia Rio,минивэн,65
Audi Q7,легковой автомобиль хэтчбэк,69
Lamborghini Huracan,легковой автомобиль хэтчбэк,48
LADA Priora,легковой автомобиль седан,37
Toyota Rav4,минивэн,42
BMW X3,легковой автомобиль седан,66
Ford Escape,легковой автомобиль седан,42
Ford Mustang,легковой автомобиль хэтчбэк,21
LADA Niva,минивэн,24
Chevrolet Silverado,минивэн,45
Ford Mustang,кроссовер,38
Volkswagen Passat,легковой автомобиль седан,42
Mercedes-Benz E-Class,кроссовер,21
Ferrari GTC4Lusso,кроссовер,22
Ford Explorer,легковой автомобиль седан,68
Kia Optima,легковой автомобиль хэтчбэк,53
Volvo XC90,кроссовер,54
Kia Soul,минивэн,64
Ford Mustang,кроссовер,51
Honda Fit,легковой автомобиль хэтчбэк,34
LADA Kalina,минивэн,37
Chevrolet Cruze,кроссовер,64
BMW 3 Series,кроссовер,22
Chevrolet Traverse,кроссовер,22
Mercedes-Benz GLC,легковой автомобиль хэтчбэк,18
Subaru Crosstrek,легковой автомобиль хэтчбэк,27
Audi A6,легковой автомобиль хэтчбэк,29
Mercedes-Benz A-Class,минивэн,59
Porsche Cayenne,минивэн,41
Honda Civic,кроссовер,25
BMW X5,легковой автомобиль седан,44
Subaru WRX,минивэн,25
Hyundai Accent,легковой автомобиль седан,60
LADA Kalina,легковой автомобиль хэтчбэк,39
Chevrolet Spark,минивэн,64
Subaru Impreza,кроссовер,27
Subaru WRX,кроссовер,35
Audi A6,минивэн,51
Hyundai Accent,легковой автомобиль хэтчбэк,19
Chevrolet Equinox,легковой автомобиль седан,18
Subaru Legacy,легковой автомобиль хэтчбэк,60
Ferrari 488,легковой автомобиль седан,68
Ferrari 488,кроссовер,65
Mercedes-Benz C-Class,кроссовер,62
BMW 5 Series,легковой автомобиль хэтчбэк,69
Nissan Sentra,минивэн,23
Mazda CX-5,минивэн,49
BMW X5,легковой автомобиль хэтчбэк,46
Hyundai Tucson,легковой автомобиль хэтчбэк,23
Honda CR-V,кроссовер,55
Porsche Cayman,легковой автомобиль седан,67
BMW 5 Series,легковой автомобиль седан,32
LADA XRAY,кроссовер,61
Lamborghini Reventon,легковой автомобиль хэтчбэк,25
Ferrari GTC4Lusso,легковой автомобиль хэтчбэк,55
Porsche Macan,легковой автомобиль седан,40
Toyota Prius,минивэн,63
Volvo V90,легковой автомобиль хэтчбэк,66
BMW 3 Series,легковой автомобиль хэтчбэк,52
BMW X5,легковой автомобиль седан,39
Mazda RX-8,легковой автомобиль седан,55
Honda Accord,кроссовер,43
Hyundai Kona,легковой автомобиль седан,35
Kia Rio,легковой автомобиль седан,37
Chevrolet Cruze,минивэн,43
Jaguar E-Pace,легковой автомобиль хэтчбэк,54
BMW 5 Series,кроссовер,24
Ford Focus,кроссовер,67
Jaguar F-Pace,минивэн,28
Ford Fiesta,кроссовер,49
Chevrolet Silverado,легковой автомобиль хэтчбэк,42
Ford Escape,минивэн,43
Porsche Cayman,кроссовер,65
BMW X1,кроссовер,54
BMW 7 Series,легковой автомобиль хэтчбэк,52
Audi Q5,кроссовер,38
Volkswagen Golf,легковой автомобиль хэтчбэк,50
Mazda Mazda3,кроссовер,49
Toyota Highlander,легковой автомобиль седан,41
Porsche Panamera,легковой автомобиль хэтчбэк,30
Audi Q7,минивэн,50
Subaru Legacy,легковой автомобиль седан,54
Mercedes-Benz GLE,легковой автомобиль хэтчбэк,45
BMW X3,легковой автомобиль хэтчбэк,63
Toyota Prius,кроссовер,39
Volkswagen Tiguan,легковой автомобиль хэтчбэк,50
Toyota Prius,легковой автомобиль седан,34
Toyota Prius,кроссовер,48
Chevrolet Silverado,легковой автомобиль седан,40
Audi Q7,минивэн,63
Audi A4,легковой автомобиль хэтчбэк,22
Ford Explorer,кроссовер,18
Volvo S60,кроссовер,60
Ferrari GTC4Lusso,кроссовер,46
Mazda Mazda3,минивэн,30
Kia Soul,минивэн,52
BMW X1,легковой автомобиль хэтчбэк,50
Audi Q3,легковой автомобиль хэтчбэк,60
Chevrolet Cruze,кроссовер,23
Honda Odyssey,легковой автомобиль седан,47
Mazda MX-5,минивэн,20
Mercedes-Benz GLE,минивэн,46
BMW X5,минивэн,58
Honda Pilot,легковой автомобиль хэтчбэк,61
Nissan Sentra,кроссовер,63
Subaru Forester,кроссовер,49
BMW 3 Series,минивэн,33
Audi A6,легковой автомобиль хэтчбэк,25
Mazda CX-9,минивэн,39
Ford Fiesta,легковой автомобиль хэтчбэк,31
Volvo V60,минивэн,49
Ferrari GTC4Lusso,легковой автомобиль седан,37
Subaru Forester,легковой автомобиль хэтчбэк,67
Hyundai Sonata,кроссовер,23
Volkswagen Golf,минивэн,34
Volvo S60,минивэн,65
Hyundai Accent,легковой автомобиль седан,25
Audi Q3,кроссовер,42
LADA Granta,кроссовер,42
Lamborghini Aventador,легковой автомобиль седан,38
Ford Mustang,легковой автомобиль хэтчбэк,45
Audi A3,кроссовер,64
Volkswagen Jetta,легковой автомобиль хэтчбэк,36
Jaguar XF,минивэн,34
Mazda RX-8,кроссовер,42
Lamborghini Huracan,минивэн,35
Lamborghini Centenario,легковой автомобиль хэтчбэк,53
LADA Kalina,кроссовер,31
Volvo XC90,легковой автомобиль хэтчбэк,59
Mazda Mazda3,легковой автомобиль седан,47
Subaru Outback,кроссовер,34
Lamborghini Reventon,легковой автомобиль хэтчбэк,28
Nissan Altima,кроссовер,44
Porsche Cayman,минивэн,33
LADA Vesta,минивэн,24
Honda Odyssey,легковой автомобиль седан,42
Chevrolet Silverado,кроссовер,37
Subaru Forester,минивэн,35
Jaguar XF,кроссовер,69
LADA Granta,легковой автомобиль седан,27
Mazda MX-5,кроссовер,65
Honda Fit,легковой автомобиль седан,58
Mercedes-Benz GLE,легковой автомобиль седан,25
Audi Q5,легковой автомобиль хэтчбэк,60
Ferrari Portofino,кроссовер,46
Hyundai Santa Fe,минивэн,32
Ferrari 488,легковой автомобиль хэтчбэк,53
Nissan Altima,легковой автомобиль хэтчбэк,33
Subaru Legacy,легковой автомобиль седан,45
BMW X1,кроссовер,45
Toyota Tacoma,легковой автомобиль хэтчбэк,49
Lamborghini Reventon,кроссовер,34
Hyundai Elantra,минивэн,34
Jaguar I-Pace,минивэн,34
LADA XRAY,легковой автомобиль хэтчбэк,46
Honda Pilot,легковой автомобиль седан,48
Subaru Crosstrek,легковой автомобиль седан,67
Subaru WRX,минивэн,30
Audi Q5,легковой автомобиль седан,45
Nissan Versa,минивэн,47
Hyundai Accent,минивэн,67
Hyundai Sonata,кроссовер,49
Porsche Cayenne,легковой автомобиль седан,19
Nissan Maxima,легковой автомобиль хэтчбэк,58
BMW X1,легковой автомобиль хэтчбэк,26
Ford Explorer,минивэн,29
Kia Sorento,легковой автомобиль хэтчбэк,25
Honda Accord,кроссовер,41
LADA XRAY,легковой автомобиль седан,58
BMW X1,минивэн,67
Porsche Macan,кроссовер,56
Toyota Corolla,минивэн,39
Lamborghini Reventon,минивэн,70
Honda CR-V,кроссовер,45
Ford Fiesta,легковой автомобиль хэтчбэк,40
Audi Q7,легковой автомобиль седан,39
Volvo XC90,легковой автомобиль седан,31
Ferrari 812,кроссовер,64
Honda Civic,легковой автомобиль хэтчбэк,55
Hyundai Elantra,кроссовер,32
Porsche Cayenne,кроссовер,21
BMW X1,легковой автомобиль седан,34
Mercedes-Benz E-Class,кроссовер,22
Porsche Cayenne,легковой автомобиль хэтчбэк,47
Lamborghini Sian,минивэн,61
Lamborghini Sian,легковой автомобиль седан,25
Volvo XC90,кроссовер,36
Ferrari 458,легковой автомобиль хэтчбэк,49
Volkswagen Passat,легковой автомобиль седан,70
Audi Q7,кроссовер,35
Toyota Prius,легковой автомобиль хэтчбэк,59
Audi Q5,кроссовер,25
Mazda Mazda3,легковой автомобиль хэтчбэк,70
Jaguar XF,кроссовер,28
Honda Civic,кроссовер,68
Audi Q7,минивэн,43
Mazda CX-5,легковой автомобиль седан,44
Volvo XC60,минивэн,58
LADA Niva,кроссовер,45
Nissan Maxima,легковой автомобиль хэтчбэк,47
BMW X1,кроссовер,59
Ford Fusion,кроссовер,41
Porsche Cayman,легковой автомобиль хэтчбэк,33
Volvo V60,минивэн,59
Kia Rio,кроссовер,40
Lamborghini Centenario,минивэн,38
Audi A6,минивэн,33
Lamborghini Reventon,минивэн,31
Audi A6,кроссовер,62
Honda CR-V,минивэн,31
Subaru Crosstrek,легковой автомобиль хэтчбэк,41
Porsche Cayenne,кроссовер,24
Porsche Macan,кроссовер,47
Chevrolet Silverado,минивэн,32
Hyundai Kona,минивэн,31
Subaru Outback,легковой автомобиль хэтчбэк,30
Volvo S90,минивэн,20
Mazda CX-9,легковой автомобиль седан,57
Subaru Impreza,кроссовер,41
Hyundai Kona,минивэн,23
Lamborghini Urus,кроссовер,68
Ford Focus,легковой автомобиль седан,46
Chevrolet Cruze,минивэн,33
Audi A6,легковой автомобиль седан,54
Lamborghini Centenario,минивэн,23
Honda Pilot,минивэн,36
Toyota Corolla,легковой автомобиль седан,42
Honda Accord,минивэн,18
Ford Focus,кроссовер,30
Kia Sorento,минивэн,65
Ford Mustang,кроссовер,49
Ferrari SF90 Stradale,кроссовер,40
Lamborghini Huracan,легковой автомобиль хэтчбэк,63
Hyundai Accent,кроссовер,52
Mazda CX-5,кроссовер,38
Nissan Altima,минивэн,38
Porsche 911,минивэн,26
Lamborghini Sian,кроссовер,58
Audi A4,легковой автомобиль хэтчбэк,53
Mercedes-Benz GLE,кроссовер,30
Jaguar F-Pace,минивэн,24
Subaru WRX,кроссовер,67
Kia Soul,легковой автомобиль хэтчбэк,63
Porsche 911,кроссовер,58
Lamborghini Sian,легковой автомобиль хэтчбэк,25
Volkswagen Golf,легковой автомобиль седан,49
Nissan Rogue,легковой автомобиль седан,42
LADA Granta,легковой автомобиль седан,36
Chevrolet Cruze,легковой автомобиль хэтчбэк,45
Porsche Cayman,легковой автомобиль хэтчбэк,63
Lamborghini Urus,легковой автомобиль хэтчбэк,53
Mazda RX-8,легковой автомобиль хэтчбэк,38
Honda Accord,легковой автомобиль хэтчбэк,56
Audi Q7,кроссовер,49
BMW X1,легковой автомобиль хэтчбэк,48
Toyota Corolla,кроссовер,59
Hyundai Elantra,легковой автомобиль хэтчбэк,33
Subaru Impreza,легковой автомобиль хэтчбэк,70
Ferrari GTC4Lusso,минивэн,61
Ferrari Portofino,легковой автомобиль хэтчбэк,63
Audi A4,легковой автомобиль седан,40
LADA Priora,легковой автомобиль седан,47
Audi Q3,легковой автомобиль седан,28
LADA Vesta,легковой автомобиль седан,57
Porsche 911,кроссовер,23
Nissan Altima,минивэн,33
LADA Vesta,легковой автомобиль хэтчбэк,68
Ford Mustang,легковой автомобиль седан,39
Lamborghini Sian,минивэн,36
Porsche Cayman,минивэн,20
Ferrari 812,легковой автомобиль седан,23
Subaru WRX,кроссовер,65
Mazda Mazda3,минивэн,38
Volkswagen Tiguan,кроссовер,26
Lamborghini Sian,легковой автомобиль хэтчбэк,55
Nissan Sentra,легковой автомобиль седан,67
Lamborghini Huracan,легковой автомобиль хэтчбэк,33
Kia Sorento,минивэн,29
Hyundai Sonata,легковой автомобиль хэтчбэк,62
Lamborghini Sian,легковой автомобиль седан,67
Toyota Rav4,кроссовер,37
LADA XRAY,легковой автомобиль седан,62
Ferrari Portofino,легковой автомобиль хэтчбэк,49
Hyundai Elantra,кроссовер,67
Volvo V90,легковой автомобиль седан,66
Porsche Boxster,легковой автомобиль хэтчбэк,49
Volvo S60,легковой автомобиль седан,27
Chevrolet Spark,легковой автомобиль хэтчбэк,53
Kia Sorento,легковой автомобиль седан,50
Mazda MX-5,легковой автомобиль седан,52
LADA Priora,минивэн,48
Ford Escape,легковой автомобиль хэтчбэк,51
Volvo V60,легковой автомобиль седан,37
Kia Stinger,минивэн,64
LADA Niva,легковой автомобиль хэтчбэк,53
Volkswagen Golf,легковой автомобиль седан,25
Mercedes-Benz A-Class,минивэн,35
Chevrolet Silverado,кроссовер,37
Volvo S90,минивэн,31
Ford Explorer,легковой автомобиль седан,28
Volkswagen Jetta,легковой автомобиль хэтчбэк,25
Volvo V90,легковой автомобиль седан,65
Ferrari SF90 Stradale,минивэн,38
Volkswagen Jetta,легковой автомобиль хэтчбэк,57
Mazda Mazda6,минивэн,22
Lamborghini Huracan,минивэн,29
Chevrolet Silverado,легковой автомобиль хэтчбэк,48
Ford Mustang,легковой автомобиль седан,47
Chevrolet Cruze,легковой автомобиль седан,69
Mazda CX-9,легковой автомобиль седан,41
Ford Escape,легковой автомобиль седан,67
Honda Civic,легковой автомобиль седан,25
Mazda Mazda3,кроссовер,69
Nissan Pathfinder,кроссовер,57
Volkswagen Atlas,легковой автомобиль седан,22
Porsche Cayman,минивэн,38
Ford Fusion,кроссовер,20
Toyota Tacoma,кроссовер,29
Volvo S90,кроссовер,50
Mazda CX-5,легковой автомобиль хэтчбэк,56
Subaru Impreza,легковой автомобиль седан,30
Lamborghini Urus,кроссовер,29
Nissan Altima,минивэн,43
Lamborghini Aventador,минивэн,45
LADA Kalina,легковой автомобиль седан,33
Toyota Corolla,минивэн,50
Nissan Versa,минивэн,42
Nissan Altima,легковой автомобиль хэтчбэк,65
Hyundai Elantra,кроссовер,63
Hyundai Santa Fe,минивэн,55
Mercedes-Benz E-Class,минивэн,28
Subaru Crosstrek,кроссовер,59
Subaru Outback,легковой автомобиль седан,33
BMW X3,минивэн,40
Lamborghini Aventador,легковой автомобиль хэтчбэк,56
Kia Sportage,легковой автомобиль седан,64
Nissan Pathfinder,минивэн,46
Honda CR-V,минивэн,38
Nissan Rogue,кроссовер,28
Mazda Mazda6,легковой автомобиль хэтчбэк,47
Kia Stinger,легковой автомобиль седан,21
BMW 5 Series,легковой автомобиль хэтчбэк,37
Ford Explorer,кроссовер,34
Mercedes-Benz A-Class,кроссовер,68
Volvo S60,легковой автомобиль хэтчбэк,69
Hyundai Santa Fe,легковой автомобиль хэтчбэк,40
Mazda Mazda6,легковой автомобиль хэтчбэк,52
Hyundai Accent,легковой автомобиль седан,55
Ford Fusion,минивэн,67
Lamborghini Sian,минивэн,38
Lamborghini Urus,легковой автомобиль хэтчбэк,19
Ford Fusion,минивэн,68
Jaguar XJ,легковой автомобиль хэтчбэк,39
Subaru WRX,кроссовер,22
Mercedes-Benz GLC,легковой автомобиль седан,23
Porsche Cayenne,легковой автомобиль хэтчбэк,30
Subaru Legacy,легковой автомобиль седан,22
Jaguar XF,легковой автомобиль седан,18
Subaru Impreza,минивэн,49
Ford Escape,минивэн,18
Mercedes-Benz C-Class,легковой автомобиль седан,57
Subaru Crosstrek,минивэн,37
Hyundai Sonata,легковой автомобиль седан,70
Volvo XC90,легковой автомобиль хэтчбэк,60
Subaru Forester,кроссовер,55
Nissan Maxima,легковой автомобиль седан,45
Subaru WRX,минивэн,53
Honda Pilot,кроссовер,36
Lamborghini Aventador,легковой автомобиль хэтчбэк,42
Ford Focus,кроссовер,48
Lamborghini Urus,минивэн,53
Ford Fiesta,легковой автомобиль хэтчбэк,47
Audi Q5,минивэн,64
Honda Civic,кроссовер,25
Honda Accord,легковой автомобиль седан,69
Ford Escape,легковой автомобиль хэтчбэк,37
Audi A6,легковой автомобиль седан,25
Chevrolet Malibu,легковой автомобиль хэтчбэк,53
Chevrolet Malibu,легковой автомобиль седан,24
Audi Q7,минивэн,25
Volkswagen Tiguan,кроссовер,49
Nissan Rogue,легковой автомобиль седан,40
Nissan Rogue,минивэн,33
Mazda CX-5,легковой автомобиль хэтчбэк,21
Ford Fiesta,минивэн,29
Volkswagen Jetta,легковой автомобиль хэтчбэк,65
Toyota Corolla,легковой автомобиль хэтчбэк,37
Honda Odyssey,легковой автомобиль седан,38
Ferrari 458,легковой автомобиль хэтчбэк,43
Honda Odyssey,легковой автомобиль седан,24
Nissan Maxima,кроссовер,38
Subaru Forester,легковой автомобиль седан,45
Mercedes-Benz GLC,кроссовер,25
Chevrolet Cruze,легковой автомобиль хэтчбэк,65
Porsche Cayenne,минивэн,61
Lamborghini Aventador,кроссовер,56
LADA Kalina,легковой автомобиль седан,51
BMW 7 Series,минивэн,68
Mazda Mazda3,минивэн,37
Toyota Rav4,легковой автомобиль хэтчбэк,57
Jaguar E-Pace,легковой автомобиль хэтчбэк,21
Mercedes-Benz C-Class,кроссовер,49
Ford Fiesta,легковой автомобиль седан,27
Mazda MX-5,легковой автомобиль хэтчбэк,32
Hyundai Kona,минивэн,18
Ferrari Portofino,минивэн,40
Ford Mustang,минивэн,32
Kia Rio,кроссовер,45
LADA Vesta,минивэн,46
Kia Optima,кроссовер,60
Ford Fiesta,легковой автомобиль седан,18
Mercedes-Benz S-Class,легковой автомобиль седан,58
Mercedes-Benz C-Class,легковой автомобиль хэтчбэк,66
Jaguar F-Pace,кроссовер,54
Nissan Maxima,легковой автомобиль хэтчбэк,53
Hyundai Tucson,кроссовер,38
Volkswagen Golf,легковой автомобиль седан,27
Mazda Mazda6,кроссовер,61
Chevrolet Spark,легковой автомобиль хэтчбэк,37
LADA Kalina,легковой автомобиль седан,44
Jaguar F-Pace,минивэн,34
BMW 5 Series,легковой автомобиль хэтчбэк,61
Kia Sorento,легковой автомобиль седан,33
Jaguar XJ,кроссовер,27
Nissan Rogue,минивэн,27
Volvo S60,кроссовер,18
Jaguar E-Pace,кроссовер,24
Volkswagen Jetta,легковой автомобиль седан,67
Chevrolet Spark,легковой автомобиль седан,42
Honda Accord,кроссовер,57
Mazda CX-5,легковой автомобиль седан,24
Toyota Prius,кроссовер,68
Volvo XC60,легковой автомобиль седан,45
Hyundai Sonata,легковой автомобиль хэтчбэк,38
Volvo V90,минивэн,58
Honda CR-V,минивэн,58
Subaru WRX,кроссовер,64
Mazda CX-5,кроссовер,32
Jaguar E-Pace,минивэн,20
Mercedes-Benz A-Class,минивэн,20
Porsche Panamera,минивэн,69
